SubjectID,Rotation,TrialCounter,TrialID,RT,Response,Condition,Accuracy
47,3,42,228,0.62,1,suffix_control,1
47,3,43,111,0.432,1,suffix_priming,1
47,3,44,422,0.412,1,stem_control,1
47,3,45,329,0.352,1,stem_priming,1
47,3,46,351,0.606,0,nonword,1
47,3,47,224,0.541,1,suffix_control,1
47,3,48,250,0.603,1,nonword,0
47,3,49,258,0.729,0,nonword,1
47,3,50,305,0.572,1,stem_priming,1
47,3,51,242,0.693,0,nonword,1
47,3,52,456,0.844,0,nonword,1
47,3,53,414,0.59,1,stem_control,1
47,3,54,240,0.654,1,suffix_control,1
47,3,55,204,0.639,1,suffix_control,1
47,3,56,119,0.46,1,suffix_priming,1
47,3,57,468,0.523,1,nonword,0
47,3,58,274,0.613,0,nonword,1
47,3,59,480,0.574,0,nonword,1
47,3,60,313,0.578,1,stem_priming,1
47,3,61,131,0.536,1,suffix_priming,1
47,3,62,418,0.573,1,stem_control,1
47,3,63,236,0.517,1,suffix_control,1
47,3,64,402,0.479,1,stem_control,1
47,3,65,379,0.537,0,nonword,1
47,3,66,317,0.491,1,stem_priming,1
47,3,67,103,0.531,1,suffix_priming,1
47,3,68,246,0.607,0,nonword,1
47,3,69,254,0.51,0,nonword,1
47,3,70,406,0.643,1,stem_control,1
47,3,71,410,0.472,1,stem_control,1
47,3,72,123,0.571,1,suffix_priming,1
47,3,73,438,0.539,1,stem_control,1
47,3,74,165,0.576,0,nonword,1
47,3,75,367,0.567,0,nonword,1
47,3,76,139,0.589,1,suffix_priming,1
47,3,77,212,0.497,1,suffix_control,1
47,3,78,177,0.659,0,nonword,1
47,3,79,149,0.611,0,nonword,1
47,3,80,262,0.641,0,nonword,1
47,3,81,359,0.605,0,nonword,1
47,3,82,333,0.554,1,stem_priming,1
47,3,83,347,0.464,0,nonword,1
47,3,84,161,0.714,0,nonword,1
47,3,85,153,0.614,0,nonword,1
47,3,86,208,0.514,1,suffix_control,1
47,3,87,301,0.481,1,stem_priming,1
47,3,88,355,0.456,0,nonword,1
47,3,89,363,0.452,0,nonword,1
47,3,90,216,0.644,1,suffix_control,1
48,4,11,405,0.572,1,stem_control,1
48,4,12,130,0.467,1,suffix_priming,1
48,4,13,425,0.77,0,stem_control,0
48,4,14,165,0.637,0,nonword,1
48,4,15,433,0.583,1,stem_control,1
48,4,16,312,0.544,1,stem_priming,1
48,4,17,336,0.693,1,stem_priming,1
48,4,18,429,0.559,1,stem_control,1
48,4,19,448,0.581,0,nonword,1
48,4,20,258,0.554,1,nonword,0
48,4,21,270,0.828,0,nonword,1
48,4,22,347,0.743,0,nonword,1
48,4,23,324,0.712,1,stem_priming,1
48,4,24,351,0.652,1,nonword,0
48,4,25,460,0.615,0,nonword,1
48,4,26,203,0.649,1,suffix_control,1
48,4,27,274,0.665,0,nonword,1
48,4,28,254,0.557,0,nonword,1
48,4,29,359,0.716,0,nonword,1
48,4,30,413,0.668,1,stem_control,1
48,4,31,371,0.634,0,nonword,1
48,4,32,149,0.762,0,nonword,1
48,4,33,219,0.585,0,suffix_control,0
48,4,34,141,0.696,0,nonword,1
48,4,35,452,0.797,0,nonword,1
48,4,36,409,0.736,1,stem_control,1
48,4,37,444,0.79,0,nonword,1
48,4,38,308,0.721,1,stem_priming,1
48,4,39,480,0.68,0,nonword,1
48,4,40,157,0.668,0,nonword,1
48,4,41,177,0.555,0,nonword,1
48,4,42,207,0.525,1,suffix_control,1
48,4,43,456,0.786,0,nonword,1
48,4,44,223,0.561,0,suffix_control,0
48,4,45,401,0.921,0,stem_control,0
48,4,46,153,0.589,0,nonword,1
48,4,47,476,0.544,0,nonword,1
48,4,48,355,0.566,0,nonword,1
48,4,49,464,0.706,0,nonword,1
48,4,50,235,0.581,0,suffix_control,0
48,4,51,343,0.821,0,nonword,1
48,4,52,472,1.078,0,nonword,1
48,4,53,421,0.787,1,stem_control,1
48,4,54,106,0.55,0,suffix_priming,0
48,4,55,211,0.866,1,suffix_control,1
48,4,56,102,0.697,1,suffix_priming,1
48,4,57,169,0.635,0,nonword,1
48,4,58,332,1.137,1,stem_priming,1
48,4,59,231,0.806,0,suffix_control,0
48,4,60,173,0.736,0,nonword,1
48,4,61,340,0.771,1,stem_priming,1
48,4,62,304,0.546,1,stem_priming,1
48,4,63,266,0.641,0,nonword,1
48,4,64,246,0.573,0,nonword,1
48,4,65,250,0.928,0,nonword,1
48,4,66,328,0.863,1,stem_priming,1
48,4,67,242,0.625,0,nonword,1
48,4,68,320,0.664,1,stem_priming,1
48,4,69,367,0.574,0,nonword,1
48,4,70,239,0.887,1,suffix_control,1
48,4,71,379,0.698,0,nonword,1
48,4,72,161,0.829,1,nonword,0
48,4,73,114,0.904,1,suffix_priming,1
48,4,74,262,0.605,0,nonword,1
48,4,75,437,0.642,1,stem_control,1
48,4,76,375,0.526,0,nonword,1
48,4,77,122,0.561,0,suffix_priming,0
48,4,78,110,0.615,1,suffix_priming,1
48,4,79,145,0.624,0,nonword,1
48,4,80,363,0.739,0,nonword,1
48,4,81,118,0.7,1,suffix_priming,1
48,4,82,227,0.546,1,suffix_control,1
48,4,83,126,0.531,1,suffix_priming,1
48,4,84,215,0.829,1,suffix_control,1
48,4,85,417,0.54,1,stem_control,1
48,4,86,468,0.49,1,nonword,0
48,4,87,278,0.713,0,nonword,1
48,4,88,316,0.531,1,stem_priming,1
48,4,89,138,0.739,1,suffix_priming,1
48,4,90,134,0.551,1,suffix_priming,1
49,1,11,339,0.854,1,stem_priming,1
49,1,12,420,0.885,1,stem_control,1
49,1,13,218,0.82,1,suffix_control,1
49,1,14,278,0.847,0,nonword,1
49,1,15,153,0.926,0,nonword,1
49,1,16,347,1.144,1,nonword,0
49,1,17,432,0.751,1,stem_control,1
49,1,18,222,0.827,1,suffix_control,1
49,1,19,274,1.18,1,nonword,0
49,1,20,424,0.877,1,stem_control,1
49,1,21,468,0.707,1,nonword,0
49,1,22,149,0.98,0,nonword,1
49,1,23,169,1.217,1,nonword,0
49,1,24,375,1.079,0,nonword,1
49,1,25,250,1.249,0,nonword,1
49,1,26,141,0.936,0,nonword,1
49,1,27,145,0.914,0,nonword,1
49,1,28,379,1.539,0,nonword,1
49,1,29,125,0.824,1,suffix_priming,1
49,1,30,109,0.782,1,suffix_priming,1
49,1,31,315,0.663,1,stem_priming,1
49,1,32,234,0.826,1,suffix_control,1
49,1,33,230,0.893,1,suffix_control,1
49,1,34,367,1.113,0,nonword,1
49,1,35,331,0.755,1,stem_priming,1
49,1,36,408,0.771,1,stem_control,1
49,1,37,133,1.537,1,suffix_priming,1
49,1,38,242,1.135,0,nonword,1
49,1,39,311,0.782,1,stem_priming,1
49,1,40,113,0.672,1,suffix_priming,1
49,1,41,266,0.796,0,nonword,1
49,1,42,428,1.077,1,stem_control,1
49,1,43,214,0.83,1,suffix_control,1
49,1,44,472,1.081,0,nonword,1
49,1,45,476,0.984,0,nonword,1
49,1,46,246,1.143,0,nonword,1
49,1,47,210,0.684,1,suffix_control,1
49,1,48,254,1.159,0,nonword,1
49,1,49,448,1.068,0,nonword,1
49,1,50,226,1.031,1,suffix_control,1
49,1,51,416,0.652,1,stem_control,1
49,1,52,412,1.086,1,stem_control,1
49,1,53,464,1.483,0,nonword,1
49,1,54,270,1.294,0,nonword,1
49,1,55,105,0.709,1,suffix_priming,1
49,1,56,303,0.76,1,stem_priming,1
49,1,57,355,1.003,0,nonword,1
49,1,58,327,0.623,1,stem_priming,1
49,1,59,117,0.648,1,suffix_priming,1
49,1,60,202,1.096,1,suffix_control,1
49,1,61,129,0.691,1,suffix_priming,1
49,1,62,307,0.581,1,stem_priming,1
49,1,63,323,1.022,0,stem_priming,0
49,1,64,363,0.979,0,nonword,1
49,1,65,460,1.936,0,nonword,1
49,1,66,238,1.334,1,suffix_control,1
49,1,67,440,0.746,1,stem_control,1
49,1,68,335,0.816,1,stem_priming,1
49,1,69,262,1.256,0,nonword,1
49,1,70,101,0.777,1,suffix_priming,1
49,1,71,161,1.866,0,nonword,1
49,1,72,480,1.555,0,nonword,1
49,1,73,404,1.236,1,stem_control,1
49,1,74,173,1.785,0,nonword,1
49,1,75,371,1.6,0,nonword,1
49,1,76,319,1.311,1,stem_priming,1
49,1,77,452,1.453,0,nonword,1
49,1,78,157,0.86,0,nonword,1
49,1,79,137,0.752,1,suffix_priming,1
49,1,80,456,0,1,nonword,0
49,1,81,121,0.74,1,suffix_priming,1
49,1,82,177,0.707,0,nonword,1
49,1,83,359,1.137,0,nonword,1
49,1,84,444,1.745,0,nonword,1
49,1,85,258,1.081,0,nonword,1
49,1,86,343,0.718,1,nonword,0
49,1,87,206,0.758,1,suffix_control,1
49,1,88,165,0,1,nonword,0
49,1,89,436,0.661,1,stem_control,1
49,1,90,351,1.2,0,nonword,1
50,2,11,177,1.093,1,nonword,0
50,2,12,407,0.656,1,stem_control,1
50,2,13,213,0.825,1,suffix_control,1
50,2,14,221,0.986,1,suffix_control,1
50,2,15,306,0.881,1,stem_priming,1
50,2,16,468,0.95,0,nonword,1
50,2,17,205,0.93,0,suffix_control,0
50,2,18,310,0.986,1,stem_priming,1
50,2,19,476,1.246,0,nonword,1
50,2,20,217,0.68,1,suffix_control,1
50,2,21,302,0.87,1,stem_priming,1
50,2,22,112,0.824,1,suffix_priming,1
50,2,23,128,0.959,1,suffix_priming,1
50,2,24,415,0.617,1,stem_control,1
50,2,25,140,1.705,0,suffix_priming,0
50,2,26,411,0.94,1,stem_control,1
50,2,27,225,1.272,1,suffix_control,1
50,2,28,363,1.338,0,nonword,1
50,2,29,431,1.734,1,stem_control,1
50,2,30,108,1.089,1,suffix_priming,1
50,2,31,116,1.008,1,suffix_priming,1
50,2,32,347,1.006,0,nonword,1
50,2,33,456,1.773,0,nonword,1
50,2,34,423,1.239,1,stem_control,1
50,2,35,452,1.532,0,nonword,1
50,2,36,472,1.481,0,nonword,1
50,2,37,145,1.235,0,nonword,1
50,2,38,169,1.44,0,nonword,1
50,2,39,460,1.28,0,nonword,1
50,2,40,201,0.881,1,suffix_control,1
50,2,41,326,0.91,1,stem_priming,1
50,2,42,314,0.654,1,stem_priming,1
50,2,43,480,0.938,0,nonword,1
50,2,44,161,1.378,1,nonword,0
50,2,45,270,1.499,0,nonword,1
50,2,46,435,0.761,1,stem_control,1
50,2,47,343,1.219,0,nonword,1
50,2,48,351,1.302,0,nonword,1
50,2,49,262,1.569,0,nonword,1
50,2,50,419,0.711,1,stem_control,1
50,2,51,355,1.323,0,nonword,1
50,2,52,318,1.725,1,stem_priming,1
50,2,53,359,1.459,0,nonword,1
50,2,54,439,0,0,stem_control,0
50,2,55,124,0.964,1,suffix_priming,1
50,2,56,132,1.104,1,suffix_priming,1
50,2,57,149,1.087,0,nonword,1
50,2,58,165,1.113,0,nonword,1
50,2,59,375,1.213,0,nonword,1
50,2,60,371,1.028,0,nonword,1
50,2,61,274,1.16,0,nonword,1
50,2,62,427,1.176,1,stem_control,1
50,2,63,229,0.724,1,suffix_control,1
50,2,64,278,0.777,0,nonword,1
50,2,65,173,1.051,0,nonword,1
50,2,66,246,0,0,nonword,1
50,2,67,242,1.018,0,nonword,1
50,2,68,379,1.176,0,nonword,1
50,2,69,330,0.684,1,stem_priming,1
50,2,70,254,0.891,0,nonword,1
50,2,71,233,1.216,1,suffix_control,1
50,2,72,444,1.034,0,nonword,1
50,2,73,237,1.813,1,suffix_control,1
50,2,74,367,1.705,0,nonword,1
50,2,75,136,0.694,1,suffix_priming,1
50,2,76,266,1.496,0,nonword,1
50,2,77,209,0.876,1,suffix_control,1
50,2,78,403,1.504,1,stem_control,1
50,2,79,153,1.585,0,nonword,1
50,2,80,322,1.142,1,stem_priming,1
50,2,81,464,1.792,0,nonword,1
50,2,82,448,1.695,0,nonword,1
50,2,83,104,0,0,suffix_priming,0
50,2,84,258,1.147,0,nonword,1
50,2,85,338,1.031,1,stem_priming,1
50,2,86,157,1.114,0,nonword,1
50,2,87,120,0.68,1,suffix_priming,1
50,2,88,334,0.709,1,stem_priming,1
50,2,89,141,0.848,0,nonword,1
50,2,90,250,0.954,0,nonword,1
51,3,11,464,0.898,0,nonword,1
51,3,12,309,0.719,1,stem_priming,1
51,3,13,157,0.809,0,nonword,1
51,3,14,337,1.089,1,stem_priming,1
51,3,15,258,1.264,1,nonword,0
51,3,16,406,1.19,1,stem_control,1
51,3,17,355,1.473,0,nonword,1
51,3,18,232,1.008,1,suffix_control,1
51,3,19,224,1.566,1,suffix_control,1
51,3,20,367,1.04,0,nonword,1
51,3,21,444,1.195,1,nonword,0
51,3,22,325,1.311,1,stem_priming,1
51,3,23,111,0.983,1,suffix_priming,1
51,3,24,363,0.993,0,nonword,1
51,3,25,472,0,0,nonword,1
51,3,26,422,0.86,1,stem_control,1
51,3,27,161,1.078,0,nonword,1
51,3,28,107,0.714,1,suffix_priming,1
51,3,29,127,0.667,1,suffix_priming,1
51,3,30,274,0.776,1,nonword,0
51,3,31,254,0.852,0,nonword,1
51,3,32,242,0.958,0,nonword,1
51,3,33,375,1.059,0,nonword,1
51,3,34,418,0.931,1,stem_control,1
51,3,35,426,0.784,1,stem_control,1
51,3,36,236,0.773,1,suffix_control,1
51,3,37,410,0.931,1,stem_control,1
51,3,38,204,1.114,1,suffix_control,1
51,3,39,278,1.001,0,nonword,1
51,3,40,115,0.805,1,suffix_priming,1
51,3,41,165,0.888,0,nonword,1
51,3,42,103,1.11,1,suffix_priming,1
51,3,43,177,0.716,0,nonword,1
51,3,44,131,1.613,1,suffix_priming,1
51,3,45,173,1.024,0,nonword,1
51,3,46,414,0.998,1,stem_control,1
51,3,47,460,0.808,0,nonword,1
51,3,48,347,0.812,0,nonword,1
51,3,49,153,0.613,0,nonword,1
51,3,50,262,0.963,0,nonword,1
51,3,51,333,0.717,1,stem_priming,1
51,3,52,371,0.767,0,nonword,1
51,3,53,301,0.794,1,stem_priming,1
51,3,54,228,0.667,0,suffix_control,0
51,3,55,438,0.781,1,stem_control,1
51,3,56,208,0.635,1,suffix_control,1
51,3,57,305,0.729,1,stem_priming,1
51,3,58,430,0.636,1,stem_control,1
51,3,59,313,0.624,1,stem_priming,1
51,3,60,468,0.959,0,nonword,1
51,3,61,216,0.734,1,suffix_control,1
51,3,62,343,0.873,0,nonword,1
51,3,63,246,0.803,0,nonword,1
51,3,64,317,0.582,1,stem_priming,1
51,3,65,329,0.576,1,stem_priming,1
51,3,66,145,0.847,0,nonword,1
51,3,67,139,1.094,1,suffix_priming,1
51,3,68,270,0.721,0,nonword,1
51,3,69,359,0.884,0,nonword,1
51,3,70,351,0.981,0,nonword,1
51,3,71,456,1.098,0,nonword,1
51,3,72,212,0.737,1,suffix_control,1
51,3,73,123,0.871,1,suffix_priming,1
51,3,74,149,0.828,0,nonword,1
51,3,75,141,1.039,0,nonword,1
51,3,76,448,1.037,0,nonword,1
51,3,77,476,0.897,0,nonword,1
51,3,78,321,0.679,1,stem_priming,1
51,3,79,434,0.622,1,stem_control,1
51,3,80,250,0.474,1,nonword,0
51,3,81,266,0.521,0,nonword,1
51,3,82,402,0.649,1,stem_control,1
51,3,83,119,0.64,1,suffix_priming,1
51,3,84,135,0.587,1,suffix_priming,1
51,3,85,169,0.57,0,nonword,1
51,3,86,480,0.684,0,nonword,1
51,3,87,220,1.017,0,suffix_control,0
51,3,88,379,0.632,0,nonword,1
51,3,89,240,0.715,1,suffix_control,1
51,3,90,452,0.864,0,nonword,1
52,4,11,405,0.66,1,stem_control,1
52,4,12,130,0.53,1,suffix_priming,1
52,4,13,425,0.594,1,stem_control,1
52,4,14,165,0.483,0,nonword,1
52,4,15,480,0.516,0,nonword,1
52,4,16,114,0.586,1,suffix_priming,1
52,4,17,254,0.603,1,nonword,0
52,4,18,328,0.498,1,stem_priming,1
52,4,19,460,0.71,0,nonword,1
52,4,20,138,0.524,1,suffix_priming,1
52,4,21,371,0.583,0,nonword,1
52,4,22,270,0.639,0,nonword,1
52,4,23,355,0.6,0,nonword,1
52,4,24,456,0.575,1,nonword,0
52,4,25,239,0.684,0,suffix_control,0
52,4,26,227,0.546,1,suffix_control,1
52,4,27,347,0.573,0,nonword,1
52,4,28,145,0.743,0,nonword,1
52,4,29,219,0.618,1,suffix_control,1
52,4,30,211,0.571,1,suffix_control,1
52,4,31,278,0.448,0,nonword,1
52,4,32,149,0.808,0,nonword,1
52,4,33,258,0.569,1,nonword,0
52,4,34,332,0.477,1,stem_priming,1
52,4,35,375,0.462,0,nonword,1
52,4,36,421,0.479,1,stem_control,1
52,4,37,336,0.503,1,stem_priming,1
52,4,38,118,0.479,1,suffix_priming,1
52,4,39,207,0.505,1,suffix_control,1
52,4,40,316,0.452,1,stem_priming,1
52,4,41,343,0.657,1,nonword,0
52,4,42,203,0.637,1,suffix_control,1
52,4,43,363,0.445,0,nonword,1
52,4,44,437,0.893,1,stem_control,1
52,4,45,409,0.467,1,stem_control,1
52,4,46,308,0.42,1,stem_priming,1
52,4,47,235,0.659,0,suffix_control,0
52,4,48,134,0.551,0,suffix_priming,0
52,4,49,359,0.632,0,nonword,1
52,4,50,413,0.486,1,stem_control,1
52,4,51,448,0.622,0,nonword,1
52,4,52,340,0.456,1,stem_priming,1
52,4,53,141,0.664,0,nonword,1
52,4,54,351,0.612,1,nonword,0
52,4,55,231,0.533,1,suffix_control,1
52,4,56,452,0.557,0,nonword,1
52,4,57,106,0.454,1,suffix_priming,1
52,4,58,126,0.448,0,suffix_priming,0
52,4,59,367,0.601,0,nonword,1
52,4,60,444,0.635,0,nonword,1
52,4,61,476,0.7,0,nonword,1
52,4,62,177,0.599,0,nonword,1
52,4,63,246,0.655,0,nonword,1
52,4,64,153,0.505,0,nonword,1
52,4,65,429,0.461,1,stem_control,1
52,4,66,161,0.568,0,nonword,1
52,4,67,464,0.643,0,nonword,1
52,4,68,472,0.442,0,nonword,1
52,4,69,274,0.45,0,nonword,1
52,4,70,157,0.244,0,nonword,1
52,4,71,401,0.287,0,stem_control,0
52,4,72,242,0.529,0,nonword,1
52,4,73,173,0.233,1,nonword,0
52,4,74,262,0.644,0,nonword,1
52,4,75,250,0.573,1,nonword,0
52,4,76,102,0.538,1,suffix_priming,1
52,4,77,324,0.579,0,stem_priming,0
52,4,78,433,0.67,1,stem_control,1
52,4,79,110,0.645,0,suffix_priming,0
52,4,80,169,0.694,0,nonword,1
52,4,81,223,0.598,1,suffix_control,1
52,4,82,122,0.572,1,suffix_priming,1
52,4,83,320,0.375,1,stem_priming,1
52,4,84,215,0.449,1,suffix_control,1
52,4,85,468,0.633,0,nonword,1
52,4,86,312,0.398,1,stem_priming,1
52,4,87,304,0.3,1,stem_priming,1
52,4,88,266,0.527,0,nonword,1
52,4,89,379,0.497,0,nonword,1
52,4,90,417,0.437,1,stem_control,1
53,1,11,339,0.618,0,stem_priming,0
53,1,12,420,0.433,1,stem_control,1
53,1,13,218,0.406,1,suffix_control,1
53,1,14,278,0.326,1,nonword,0
53,1,15,210,0.393,1,suffix_control,1
53,1,16,311,0.393,1,stem_priming,1
53,1,17,117,0.335,1,suffix_priming,1
53,1,18,363,0.397,1,nonword,0
53,1,19,105,0.63,1,suffix_priming,1
53,1,20,351,0.345,0,nonword,1
53,1,21,246,0.356,1,nonword,0
53,1,22,331,0.471,1,stem_priming,1
53,1,23,355,0.426,1,nonword,0
53,1,24,335,0.421,1,stem_priming,1
53,1,25,230,0.383,1,suffix_control,1
53,1,26,234,0.467,1,suffix_control,1
53,1,27,137,0.446,1,suffix_priming,1
53,1,28,315,0.375,1,stem_priming,1
53,1,29,242,0.448,1,nonword,0
53,1,30,448,0.658,0,nonword,1
53,1,31,214,0.622,1,suffix_control,1
53,1,32,173,0.609,1,nonword,0
53,1,33,408,0.507,1,stem_control,1
53,1,34,367,0.521,0,nonword,1
53,1,35,323,0.58,1,stem_priming,1
53,1,36,404,0.533,1,stem_control,1
53,1,37,371,0.623,0,nonword,1
53,1,38,428,0.547,1,stem_control,1
53,1,39,125,0.566,1,suffix_priming,1
53,1,40,226,0.538,0,suffix_control,0
53,1,41,347,0.696,0,nonword,1
53,1,42,452,0.544,1,nonword,0
53,1,43,149,0.745,0,nonword,1
53,1,44,254,0.478,1,nonword,0
53,1,45,307,0.596,1,stem_priming,1
53,1,46,113,0.637,1,suffix_priming,1
53,1,47,412,0.55,1,stem_control,1
53,1,48,238,0.639,1,suffix_control,1
53,1,49,424,0.687,1,stem_control,1
53,1,50,266,0.645,0,nonword,1
53,1,51,206,0.64,1,suffix_control,1
53,1,52,432,0.755,1,stem_control,1
53,1,53,262,0.597,0,nonword,1
53,1,54,161,0.605,0,nonword,1
53,1,55,472,0.744,0,nonword,1
53,1,56,440,0.61,1,stem_control,1
53,1,57,145,0.543,0,nonword,1
53,1,58,464,0.803,0,nonword,1
53,1,59,359,0.58,1,nonword,0
53,1,60,375,0.657,0,nonword,1
53,1,61,444,0.875,0,nonword,1
53,1,62,476,0.507,0,nonword,1
53,1,63,222,0.607,1,suffix_control,1
53,1,64,258,0.515,0,nonword,1
53,1,65,436,0.597,1,stem_control,1
53,1,66,416,0.588,0,stem_control,0
53,1,67,480,0.575,0,nonword,1
53,1,68,133,0.669,1,suffix_priming,1
53,1,69,460,0.589,0,nonword,1
53,1,70,165,0.79,0,nonword,1
53,1,71,157,0.611,0,nonword,1
53,1,72,153,0.551,0,nonword,1
53,1,73,121,0.593,1,suffix_priming,1
53,1,74,169,0.696,0,nonword,1
53,1,75,177,0.481,0,nonword,1
53,1,76,250,0.725,1,nonword,0
53,1,77,319,0.731,1,stem_priming,1
53,1,78,379,0.76,0,nonword,1
53,1,79,456,0.538,0,nonword,1
53,1,80,303,0.627,1,stem_priming,1
53,1,81,468,0.749,0,nonword,1
53,1,82,129,0.518,1,suffix_priming,1
53,1,83,327,0.529,1,stem_priming,1
53,1,84,274,0.568,0,nonword,1
53,1,85,141,0.611,0,nonword,1
53,1,86,101,0.554,1,suffix_priming,1
53,1,87,343,0.628,0,nonword,1
53,1,88,109,0.719,1,suffix_priming,1
53,1,89,270,0.569,0,nonword,1
53,1,90,202,0.546,1,suffix_control,1
54,2,11,177,0.841,0,nonword,1
54,2,12,407,0.45,1,stem_control,1
54,2,13,213,0.626,0,suffix_control,0
54,2,14,221,0.708,1,suffix_control,1
54,2,15,266,0.796,0,nonword,1
54,2,16,431,0.608,1,stem_control,1
54,2,17,278,0.749,0,nonword,1
54,2,18,411,0.481,1,stem_control,1
54,2,19,270,0.821,0,nonword,1
54,2,20,427,0.414,1,stem_control,1
54,2,21,423,0.907,1,stem_control,1
54,2,22,464,0.679,0,nonword,1
54,2,23,435,0.496,1,stem_control,1
54,2,24,439,0.997,1,stem_control,1
54,2,25,258,0.763,0,nonword,1
54,2,26,468,0.543,1,nonword,0
54,2,27,237,0.664,1,suffix_control,1
54,2,28,145,0.778,0,nonword,1
54,2,29,229,0.614,1,suffix_control,1
54,2,30,347,0.96,0,nonword,1
54,2,31,104,0.787,1,suffix_priming,1
54,2,32,254,0.954,0,nonword,1
54,2,33,306,0.795,1,stem_priming,1
54,2,34,108,0.866,1,suffix_priming,1
54,2,35,128,0.774,1,suffix_priming,1
54,2,36,322,1.258,0,stem_priming,0
54,2,37,363,1.086,0,nonword,1
54,2,38,225,0.524,1,suffix_control,1
54,2,39,456,1.537,0,nonword,1
54,2,40,233,0.546,1,suffix_control,1
54,2,41,367,0.662,0,nonword,1
54,2,42,351,0.941,0,nonword,1
54,2,43,149,0.714,0,nonword,1
54,2,44,379,0.957,0,nonword,1
54,2,45,472,1.018,0,nonword,1
54,2,46,334,0.718,1,stem_priming,1
54,2,47,343,0.797,0,nonword,1
54,2,48,112,0.637,1,suffix_priming,1
54,2,49,314,0.604,1,stem_priming,1
54,2,50,302,0.579,1,stem_priming,1
54,2,51,141,0.676,0,nonword,1
54,2,52,136,0.736,1,suffix_priming,1
54,2,53,165,0.657,0,nonword,1
54,2,54,205,0.486,1,suffix_control,1
54,2,55,460,0.545,0,nonword,1
54,2,56,419,1.145,0,stem_control,0
54,2,57,444,0.908,0,nonword,1
54,2,58,132,0.598,1,suffix_priming,1
54,2,59,452,0.665,0,nonword,1
54,2,60,140,1.043,1,suffix_priming,1
54,2,61,217,0.637,1,suffix_control,1
54,2,62,338,0.752,1,stem_priming,1
54,2,63,246,0.82,0,nonword,1
54,2,64,355,0.571,0,nonword,1
54,2,65,403,0.631,1,stem_control,1
54,2,66,201,1.004,1,suffix_control,1
54,2,67,120,1.13,1,suffix_priming,1
54,2,68,262,0.622,0,nonword,1
54,2,69,310,0.462,1,stem_priming,1
54,2,70,371,0.7,0,nonword,1
54,2,71,415,0.613,1,stem_control,1
54,2,72,330,0.508,1,stem_priming,1
54,2,73,274,0.865,0,nonword,1
54,2,74,476,0.698,0,nonword,1
54,2,75,173,0.618,1,nonword,0
54,2,76,242,0.879,0,nonword,1
54,2,77,250,0.876,0,nonword,1
54,2,78,116,0.749,1,suffix_priming,1
54,2,79,161,0.71,0,nonword,1
54,2,80,448,0.671,0,nonword,1
54,2,81,124,1.209,1,suffix_priming,1
54,2,82,153,0.719,0,nonword,1
54,2,83,375,0.761,0,nonword,1
54,2,84,318,0.601,1,stem_priming,1
54,2,85,169,0.665,0,nonword,1
54,2,86,480,0.648,0,nonword,1
54,2,87,157,0.733,0,nonword,1
54,2,88,359,0.831,0,nonword,1
54,2,89,209,0.666,1,suffix_control,1
54,2,90,326,0.633,1,stem_priming,1
55,3,11,464,1.024,1,nonword,0
55,3,12,309,0.62,1,stem_priming,1
55,3,13,157,0.637,1,nonword,0
55,3,14,337,0.549,1,stem_priming,1
55,3,15,165,0.803,0,nonword,1
55,3,16,258,0.86,0,nonword,1
55,3,17,422,0.753,1,stem_control,1
55,3,18,325,0.583,1,stem_priming,1
55,3,19,204,0.724,1,suffix_control,1
55,3,20,250,0.809,0,nonword,1
55,3,21,418,0.555,1,stem_control,1
55,3,22,111,0.751,1,suffix_priming,1
55,3,23,127,0.524,1,suffix_priming,1
55,3,24,430,0.466,1,stem_control,1
55,3,25,177,0.718,0,nonword,1
55,3,26,355,0.777,0,nonword,1
55,3,27,278,0.729,0,nonword,1
55,3,28,161,0.86,1,nonword,0
55,3,29,145,0.909,0,nonword,1
55,3,30,321,0.647,1,stem_priming,1
55,3,31,375,0.856,0,nonword,1
55,3,32,212,0.523,1,suffix_control,1
55,3,33,274,1.284,1,nonword,0
55,3,34,242,0.848,0,nonword,1
55,3,35,246,0.77,0,nonword,1
55,3,36,216,0.563,1,suffix_control,1
55,3,37,333,0.718,1,stem_priming,1
55,3,38,438,0.879,1,stem_control,1
55,3,39,343,0.961,0,nonword,1
55,3,40,141,0.941,0,nonword,1
55,3,41,139,0.999,1,suffix_priming,1
55,3,42,131,1.137,0,suffix_priming,0
55,3,43,107,0.637,1,suffix_priming,1
55,3,44,224,0.957,1,suffix_control,1
55,3,45,329,0.417,1,stem_priming,1
55,3,46,460,0.75,0,nonword,1
55,3,47,468,0.602,1,nonword,0
55,3,48,456,0.93,0,nonword,1
55,3,49,414,0.712,1,stem_control,1
55,3,50,220,0.925,1,suffix_control,1
55,3,51,266,0.671,0,nonword,1
55,3,52,426,0.6,1,stem_control,1
55,3,53,444,0.915,0,nonword,1
55,3,54,359,0.845,0,nonword,1
55,3,55,402,0.601,1,stem_control,1
55,3,56,472,0.898,0,nonword,1
55,3,57,406,0.929,1,stem_control,1
55,3,58,254,0.932,0,nonword,1
55,3,59,379,0.834,0,nonword,1
55,3,60,119,0.889,1,suffix_priming,1
55,3,61,240,0.947,1,suffix_control,1
55,3,62,313,0.751,1,stem_priming,1
55,3,63,135,0.999,1,suffix_priming,1
55,3,64,452,0.882,0,nonword,1
55,3,65,317,0.594,1,stem_priming,1
55,3,66,103,0.791,1,suffix_priming,1
